270101	N-	----NSF-	Ἀποκάλυψις	ἀποκάλυψις		a)poka/luyij
270609	P-	--------	ὑποκάτω	ὑποκάτω		u(poka/tw
270609	RA	----GSN-	τοῦ	ὁ		o(
270609	N-	----GSN-	θυσιαστηρίου	θυσιαστήριον		qusiasth/rion
270609	RA	----APF-	τὰς	ὁ		o(
270609	N-	----APF-	ψυχὰς	ψυχή		yuxh/
270609	RA	----GPM-	τῶν	ὁ		o(
270609	V-	-XPPGPM-	ἐσφαγμένων	σφάζω		sfa/zw
270609	P-	--------	διὰ	διά		dia/
270609	RA	----ASM-	τὸν	ὁ		o(
270609	N-	----ASM-	λόγον	λόγος		lo/goj
270609	RA	----GSM-	τοῦ	ὁ		o(
270609	N-	----GSM-	θεοῦ	θεός		qeo/j
270609	C-	--------	καὶ	καί		kai/
270609	P-	--------	διὰ	διά		dia/
270609	RA	----ASF-	τὴν	ὁ		o(
270609	N-	----ASF-	μαρτυρίαν	μαρτυρία		marturi/a
270609	RR	----ASF-	ἣν	ὅς		o(/j
270609	V-	3IAI-P--	εἶχον	ἔχω	.	e)/xw
270610	C-	--------	καὶ	καί		kai/
270610	V-	3AAI-P--	ἔκραξαν	κράζω		kra/zw
270610	N-	----DSF-	φωνῇ	φωνή		fwnh/
270610	A-	----DSF-	μεγάλῃ	μέγας		me/gaj
270610	V-	-PAPNPM-	λέγοντες	λέγω	·	le/gw
270610	P-	--------	Ἕως	ἕως		e(/wj
270610	D-	--------	πότε	πότε	,	po/te
270610	RA	----VSM-	ὁ	ὁ		o(
270610	N-	----NSM-	δεσπότης	δεσπότης		despo/thj
270610	RA	----VSM-	ὁ	ὁ		o(
270610	A-	----VSM-	ἅγιος	ἅγιος		a(/gioj
270610	C-	--------	καὶ	καί		kai/
270610	A-	----VSM-	ἀληθινός	ἀληθινός	,	a)lhqino/j
270610	D-	--------	οὐ	οὐ		ou)
270610	V-	2PAI-S--	κρίνεις	κρίνω		kri/nw
270610	C-	--------	καὶ	καί		kai/
270610	V-	2PAI-S--	ἐκδικεῖς	ἐκδικέω		e)kdike/w
270610	RA	----ASN-	τὸ	ὁ		o(
270610	N-	----ASN-	αἷμα	αἷμα		ai(=ma
270610	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
270610	P-	--------	ἐκ	ἐκ		e)k
270610	RA	----GPM-	τῶν	ὁ		o(
270610	V-	-PAPGPM-	κατοικούντων	κατοικέω		katoike/w
270610	P-	--------	ἐπὶ	ἐπί		e)pi/
270610	RA	----GSF-	τῆς	ὁ		o(
270610	N-	----GSF-	γῆς	γῆ	;	gh=
270611	C-	--------	καὶ	καί		kai/
270611	V-	3API-S--	ἐδόθη	δίδωμι		di/dwmi
270611	RP	----DPM-	αὐτοῖς	αὐτός		au)to/j
270611	A-	----DSM-	ἑκάστῳ	ἕκαστος		e(/kastoj
270611	N-	----NSF-	στολὴ	στολή		stolh/
270611	A-	----NSF-	λευκή	λευκός	,	leuko/j
270611	C-	--------	καὶ	καί		kai/
270611	V-	3API-S--	ἐρρέθη	ῥέω		r(e/w
270611	RP	----DPM-	αὐτοῖς	αὐτός		au)to/j
270611	C-	--------	ἵνα	ἵνα		i(/na
270611	V-	3FMI-P--	ἀναπαύσονται	ἀναπαύω		a)napau/w
270611	D-	--------	ἔτι	ἔτι		e)/ti
270611	N-	----ASM-	χρόνον	χρόνος		xro/noj
270611	A-	----ASM-	μικρόν	μικρός	,	mikro/j
270611	C-	--------	ἕως	ἕως		e(/wj
270611	V-	3APS-P--	πληρωθῶσιν	πληρόω		plhro/w
270611	D-	--------	καὶ	καί		kai/
270611	RA	----NPM-	οἱ	ὁ		o(
270611	N-	----NPM-	σύνδουλοι	σύνδουλος		su/ndouloj
270611	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
270611	C-	--------	καὶ	καί		kai/
270611	RA	----NPM-	οἱ	ὁ		o(
270611	N-	----NPM-	ἀδελφοὶ	ἀδελφός		a)delfo/j
270611	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
270611	RA	----NPM-	οἱ	ὁ		o(
270611	V-	-PAPNPM-	μέλλοντες	μέλλω		me/llw
270611	V-	-PPN----	ἀποκτέννεσθαι	ἀποκτείνω		a)poktei/nw
270611	C-	--------	ὡς	ὡς		w(j
270611	D-	--------	καὶ	καί		kai/
270611	RP	----NPM-	αὐτοί	αὐτός	.	au)to/j
270612	C-	--------	Καὶ	καί		kai/
270612	V-	1AAI-S--	εἶδον	ὁράω		o(ra/w
270612	C-	--------	ὅτε	ὅτε		o(/te
270612	V-	3AAI-S--	ἤνοιξεν	ἀνοίγω		a)noi/gw
270612	RA	----ASF-	τὴν	ὁ		o(
270612	N-	----ASF-	σφραγῖδα	σφραγίς		sfragi/j
270612	RA	----ASF-	τὴν	ὁ		o(
270612	A-	----ASF-	ἕκτην	ἕκτος	,	e(/ktoj
270612	C-	--------	καὶ	καί		kai/
270612	N-	----NSM-	σεισμὸς	σεισμός		seismo/j
270612	A-	----NSM-	μέγας	μέγας		me/gaj
270612	V-	3AMI-S--	ἐγένετο	γίνομαι	,	gi/nomai
270612	C-	--------	καὶ	καί		kai/
270612	RA	----NSM-	ὁ	ὁ		o(
270612	N-	----NSM-	ἥλιος	ἥλιος		h(/lioj
270612	V-	3AMI-S--	ἐγένετο	γίνομαι		gi/nomai
270612	A-	----NSM-	μέλας	μέλας		me/laj
270612	C-	--------	ὡς	ὡς		w(j
270612	N-	----NSM-	σάκκος	σάκκος		sa/kkoj
270612	A-	----NSM-	τρίχινος	τρίχινος	,	tri/xinoj
270612	C-	--------	καὶ	καί		kai/
270612	RA	----NSF-	ἡ	ὁ		o(
270612	N-	----NSF-	σελήνη	σελήνη		selh/nh
270612	A-	----NSF-	ὅλη	ὅλος		o(/loj
270612	V-	3AMI-S--	ἐγένετο	γίνομαι		gi/nomai
270612	C-	--------	ὡς	ὡς		w(j
270612	N-	----NSN-	αἷμα	αἷμα	,	ai(=ma
270613	C-	--------	καὶ	καί		kai/
270613	RA	----NPM-	οἱ	ὁ		o(
270613	N-	----NPM-	ἀστέρες	ἀστήρ		a)sth/r
270613	RA	----GSM-	τοῦ	ὁ		o(
270613	N-	----GSM-	οὐρανοῦ	οὐρανός		ou)rano/j
270613	V-	3AAI-P--	ἔπεσαν	πίπτω		pi/ptw
270613	P-	--------	εἰς	εἰς		ei)j
270613	RA	----ASF-	τὴν	ὁ		o(
270613	N-	----ASF-	γῆν	γῆ	,	gh=
270613	C-	--------	ὡς	ὡς		w(j
270613	N-	----NSF-	συκῆ	συκῆ		sukh=
270613	V-	3PAI-S--	βάλλει	βάλλω		ba/llw
270613	RA	----APM-	τοὺς	ὁ		o(
270613	N-	----APM-	ὀλύνθους	ὄλυνθος		o)/lunqoj
270613	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
270613	P-	--------	ὑπὸ	ὑπό		u(po/
270613	N-	----GSM-	ἀνέμου	ἄνεμος		a)/nemoj
270613	A-	----GSM-	μεγάλου	μέγας		me/gaj
270613	V-	-PPPNSF-	σειομένη	σείω	,	sei/w
270614	C-	--------	καὶ	καί		kai/
270614	RA	----NSM-	ὁ	ὁ		o(
270614	N-	----NSM-	οὐρανὸς	οὐρανός		ou)rano/j
270614	V-	3API-S--	ἀπεχωρίσθη	ἀποχωρίζομαι		a)poxwri/zomai
270614	C-	--------	ὡς	ὡς		w(j
270614	N-	----NSN-	βιβλίον	βιβλίον		bibli/on
270614	V-	-PPPNSN-	ἑλισσόμενον	ἑλίσσω	,	e(li/ssw
270614	C-	--------	καὶ	καί		kai/
270614	A-	----NSN-	πᾶν	πᾶς		pa=j
270614	N-	----NSN-	ὄρος	ὄρος		o)/roj
270614	C-	--------	καὶ	καί		kai/
270614	N-	----NSF-	νῆσος	νῆσος		nh=soj
270614	P-	--------	ἐκ	ἐκ		e)k
270614	RA	----GPM-	τῶν	ὁ		o(
270614	N-	----GPM-	τόπων	τόπος		to/poj
270614	RP	----GPN-	αὐτῶν	αὐτός		au)to/j
270614	V-	3API-P--	ἐκινήθησαν	κινέω	.	kine/w
270615	C-	--------	καὶ	καί		kai/
270615	RA	----NPM-	οἱ	ὁ		o(
270615	N-	----NPM-	βασιλεῖς	βασιλεύς		basileu/j
270615	RA	----GSF-	τῆς	ὁ		o(
270615	N-	----GSF-	γῆς	γῆ		gh=
270615	C-	--------	καὶ	καί		kai/
270615	RA	----NPM-	οἱ	ὁ		o(
270615	N-	----NPM-	μεγιστᾶνες	μεγιστάν		megista/n
270615	C-	--------	καὶ	καί		kai/
270615	RA	----NPM-	οἱ	ὁ		o(
270615	N-	----NPM-	χιλίαρχοι	χιλίαρχος		xili/arxoj
270615	C-	--------	καὶ	καί		kai/
270615	RA	----NPM-	οἱ	ὁ		o(
270615	A-	----NPM-	πλούσιοι	πλούσιος		plou/sioj
270615	C-	--------	καὶ	καί		kai/
270615	RA	----NPM-	οἱ	ὁ		o(
270615	A-	----NPM-	ἰσχυροὶ	ἰσχυρός		i)sxuro/j
270615	C-	--------	καὶ	καί		kai/
270615	A-	----NSM-	πᾶς	πᾶς		pa=j
270615	N-	----NSM-	δοῦλος	δοῦλος		dou=loj
270615	C-	--------	καὶ	καί		kai/
270615	A-	----NSM-	ἐλεύθερος	ἐλεύθερος		e)leu/qeroj
270615	V-	3AAI-P--	ἔκρυψαν	κρύπτω		kru/ptw
270615	RP	----APM-	ἑαυτοὺς	ἑαυτοῦ		e(autou=
270615	P-	--------	εἰς	εἰς		ei)j
270615	RA	----APN-	τὰ	ὁ		o(
270615	N-	----APN-	σπήλαια	σπήλαιον		sph/laion
270615	C-	--------	καὶ	καί		kai/
270615	P-	--------	εἰς	εἰς		ei)j
270615	RA	----APF-	τὰς	ὁ		o(
270615	N-	----APF-	πέτρας	πέτρα		pe/tra
270615	RA	----GPN-	τῶν	ὁ		o(
270615	N-	----GPN-	ὀρέων	ὄρος	·	o)/roj
270616	C-	--------	καὶ	καί		kai/
270616	V-	3PAI-P--	λέγουσιν	λέγω		le/gw
270616	RA	----DPN-	τοῖς	ὁ		o(
270616	N-	----DPN-	ὄρεσιν	ὄρος		o)/roj
270616	C-	--------	καὶ	καί		kai/
270616	RA	----DPF-	ταῖς	ὁ		o(
270616	N-	----DPF-	πέτραις	πέτρα	·	pe/tra
270616	V-	2AAD-P--	Πέσετε	πίπτω		pi/ptw
270616	P-	--------	ἐφ	ἐπί		e)pi/
270616	RP	----AP--	ἡμᾶς	ἐγώ		e)gw/
270616	C-	--------	καὶ	καί		kai/
270616	V-	2AAD-P--	κρύψατε	κρύπτω		kru/ptw
270616	RP	----AP--	ἡμᾶς	ἐγώ		e)gw/
270616	P-	--------	ἀπὸ	ἀπό		a)po/
270616	N-	----GSN-	προσώπου	πρόσωπον		pro/swpon
270616	RA	----GSM-	τοῦ	ὁ		o(
270616	V-	-PMPGSM-	καθημένου	κάθημαι		ka/qhmai
270616	P-	--------	ἐπὶ	ἐπί		e)pi/
270616	RA	----GSM-	τοῦ	ὁ		o(
270616	N-	----GSM-	θρόνου	θρόνος		qro/noj
270616	C-	--------	καὶ	καί		kai/
270616	P-	--------	ἀπὸ	ἀπό		a)po/
270616	RA	----GSF-	τῆς	ὁ		o(
270616	N-	----GSF-	ὀργῆς	ὀργή		o)rgh/
270616	RA	----GSN-	τοῦ	ὁ		o(
270616	N-	----GSN-	ἀρνίου	ἀρνίον	,	a)rni/on
270617	C-	--------	ὅτι	ὅτι		o(/ti
270617	V-	3AAI-S--	ἦλθεν	ἔρχομαι		e)/rxomai
270617	RA	----NSF-	ἡ	ὁ		o(
270617	N-	----NSF-	ἡμέρα	ἡμέρα		h(me/ra
270617	RA	----NSF-	ἡ	ὁ		o(
270617	A-	----NSF-	μεγάλη	μέγας		me/gaj
270617	RA	----GSF-	τῆς	ὁ		o(
270617	N-	----GSF-	ὀργῆς	ὀργή		o)rgh/
270617	RP	----GPM-	αὐτῶν	αὐτός	,	au)to/j
270617	C-	--------	καὶ	καί		kai/
270617	RI	----NSM-	τίς	τίς		ti/j
270617	V-	3PMI-S--	δύναται	δύναμαι		du/namai
270617	V-	-APN----	σταθῆναι	ἵστημι	;	i(/sthmi
270701	P-	--------	Μετὰ	μετά		meta/
270701	RD	----ASN-	τοῦτο	οὗτος		ou(=toj
270701	V-	1AAI-S--	εἶδον	ὁράω		o(ra/w
270701	A-	----APM-	τέσσαρας	τέσσαρες		te/ssarej
270701	N-	----APM-	ἀγγέλους	ἄγγελος		a)/ggeloj
270701	V-	-XAPAPM-	ἑστῶτας	ἵστημι		i(/sthmi
270701	P-	--------	ἐπὶ	ἐπί		e)pi/
270701	RA	----APF-	τὰς	ὁ		o(
270701	A-	----APF-	τέσσαρας	τέσσαρες		te/ssarej
270701	N-	----APF-	γωνίας	γωνία		gwni/a
270701	RA	----GSF-	τῆς	ὁ		o(
270701	N-	----GSF-	γῆς	γῆ	,	gh=
270701	V-	-PAPAPM-	κρατοῦντας	κρατέω		krate/w
270701	RA	----APM-	τοὺς	ὁ		o(
270701	A-	----APM-	τέσσαρας	τέσσαρες		te/ssarej
270701	N-	----APM-	ἀνέμους	ἄνεμος		a)/nemoj
270701	RA	----GSF-	τῆς	ὁ		o(
270701	N-	----GSF-	γῆς	γῆ	,	gh=
270701	C-	--------	ἵνα	ἵνα		i(/na
270701	D-	--------	μὴ	μή		mh/
270701	V-	3PAS-S--	πνέῃ	πνέω		pne/w
270701	N-	----NSM-	ἄνεμος	ἄνεμος		a)/nemoj
270701	P-	--------	ἐπὶ	ἐπί		e)pi/
270701	RA	----GSF-	τῆς	ὁ		o(
270701	N-	----GSF-	γῆς	γῆ		gh=
270701	C-	--------	μήτε	μήτε		mh/te
270701	P-	--------	ἐπὶ	ἐπί		e)pi/
270701	RA	----GSF-	τῆς	ὁ		o(
270701	N-	----GSF-	θαλάσσης	θάλασσα		qa/lassa
270701	C-	--------	μήτε	μήτε		mh/te
270701	P-	--------	ἐπὶ	ἐπί		e)pi/
270701	A-	----ASN-	πᾶν	πᾶς		pa=j
270701	N-	----ASN-	δένδρον	δένδρον	.	de/ndron
270702	C-	--------	καὶ	καί		kai/
270702	V-	1AAI-S--	εἶδον	ὁράω		o(ra/w
270702	A-	----ASM-	ἄλλον	ἄλλος		a)/lloj
270702	N-	----ASM-	ἄγγελον	ἄγγελος		a)/ggeloj
270702	V-	-PAPASM-	ἀναβαίνοντα	ἀναβαίνω		a)nabai/nw
270702	P-	--------	ἀπὸ	ἀπό		a)po/
270702	N-	----GSF-	ἀνατολῆς	ἀνατολή		a)natolh/
270702	N-	----GSM-	ἡλίου	ἥλιος	,	h(/lioj
270702	V-	-PAPASM-	ἔχοντα	ἔχω		e)/xw
270702	N-	----ASF-	σφραγῖδα	σφραγίς		sfragi/j
270702	N-	----GSM-	θεοῦ	θεός		qeo/j
270702	V-	-PAPGSM-	ζῶντος	ζάω	,	za/w
270702	C-	--------	καὶ	καί		kai/
270702	V-	3AAI-S--	ἔκραξεν	κράζω		kra/zw
270702	N-	----DSF-	φωνῇ	φωνή		fwnh/
270702	A-	----DSF-	μεγάλῃ	μέγας		me/gaj
270702	RA	----DPM-	τοῖς	ὁ		o(
270702	A-	----DPM-	τέσσαρσιν	τέσσαρες		te/ssarej
270702	N-	----DPM-	ἀγγέλοις	ἄγγελος		a)/ggeloj
270702	RR	----DPM-	οἷς	ὅς		o(/j
270702	V-	3API-S--	ἐδόθη	δίδωμι		di/dwmi
270702	RP	----DPM-	αὐτοῖς	αὐτός		au)to/j
270702	V-	-AAN----	ἀδικῆσαι	ἀδικέω		a)dike/w
270702	RA	----ASF-	τὴν	ὁ		o(
270702	N-	----ASF-	γῆν	γῆ		gh=
270702	C-	--------	καὶ	καί		kai/
270702	RA	----ASF-	τὴν	ὁ		o(
270702	N-	----ASF-	θάλασσαν	θάλασσα	,	qa/lassa
270703	V-	-PAPNSM-	λέγων	λέγω	·	le/gw
270703	D-	--------	Μὴ	μή		mh/
270703	V-	2AAS-P--	ἀδικήσητε	ἀδικέω		a)dike/w
270703	RA	----ASF-	τὴν	ὁ		o(
270703	N-	----ASF-	γῆν	γῆ		gh=
270703	C-	--------	μήτε	μήτε		mh/te
270703	RA	----ASF-	τὴν	ὁ		o(
270703	N-	----ASF-	θάλασσαν	θάλασσα		qa/lassa
270703	C-	--------	μήτε	μήτε		mh/te
270703	RA	----APN-	τὰ	ὁ		o(
270703	N-	----APN-	δένδρα	δένδρον	,	de/ndron
270703	C-	--------	ἄχρι	ἄχρι		a)/xri
270703	V-	1AAS-P--	σφραγίσωμεν	σφραγίζω		sfragi/zw
270703	RA	----APM-	τοὺς	ὁ		o(
270703	N-	----APM-	δούλους	δοῦλος		dou=loj
270703	RA	----GSM-	τοῦ	ὁ		o(
270703	N-	----GSM-	θεοῦ	θεός		qeo/j
270703	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
270703	P-	--------	ἐπὶ	ἐπί		e)pi/
270703	RA	----GPN-	τῶν	ὁ		o(
270703	N-	----GPN-	μετώπων	μέτωπον		me/twpon
270703	RP	----GPM-	αὐτῶν	αὐτός	.	au)to/j
270704	C-	--------	Καὶ	καί		kai/
270704	V-	1AAI-S--	ἤκουσα	ἀκούω		a)kou/w
270704	RA	----ASM-	τὸν	ὁ		o(
270704	N-	----ASM-	ἀριθμὸν	ἀριθμός		a)riqmo/j
270704	RA	----GPM-	τῶν	ὁ		o(
270704	V-	-XPPGPM-	ἐσφραγισμένων	σφραγίζω	,	sfragi/zw
270704	A-	----NPF-	ἑκατὸν	ἑκατόν		e(kato/n
270704	A-	----NPF-	τεσσεράκοντα	τεσσεράκοντα		tessera/konta
270704	A-	----NPF-	τέσσαρες	τέσσαρες		te/ssarej
270704	N-	----NPF-	χιλιάδες	χιλιάς	,	xilia/j
270704	V-	-XPPNPM-	ἐσφραγισμένοι	σφραγίζω		sfragi/zw
270704	P-	--------	ἐκ	ἐκ		e)k
270704	A-	----GSF-	πάσης	πᾶς		pa=j
270704	N-	----GSF-	φυλῆς	φυλή		fulh/
270704	N-	----GPM-	υἱῶν	υἱός		ui(o/j
270704	N-	----GSM-	Ἰσραήλ	Ἰσραήλ	·	I)srah/l
270705	P-	--------	ἐκ	ἐκ		e)k
270705	N-	----GSF-	φυλῆς	φυλή		fulh/
270705	N-	----GSM-	Ἰούδα	Ἰούδας		I)ou/daj
270705	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270705	N-	----NPF-	χιλιάδες	χιλιάς		xilia/j
270705	V-	-XPPNPM-	ἐσφραγισμένοι	σφραγίζω	,	sfragi/zw
270705	P-	--------	ἐκ	ἐκ		e)k
270705	N-	----GSF-	φυλῆς	φυλή		fulh/
270705	N-	----GSM-	Ῥουβὴν	Ῥουβήν		R(oubh/n
270705	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270705	N-	----NPF-	χιλιάδες	χιλιάς	,	xilia/j
270705	P-	--------	ἐκ	ἐκ		e)k
270705	N-	----GSF-	φυλῆς	φυλή		fulh/
270705	N-	----GSM-	Γὰδ	Γάδ		Ga/d
270705	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270705	N-	----NPF-	χιλιάδες	χιλιάς	,	xilia/j
270706	P-	--------	ἐκ	ἐκ		e)k
270706	N-	----GSF-	φυλῆς	φυλή		fulh/
270706	N-	----GSM-	Ἀσὴρ	Ἀσήρ		A)sh/r
270706	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270706	N-	----NPF-	χιλιάδες	χιλιάς	,	xilia/j
270706	P-	--------	ἐκ	ἐκ		e)k
270706	N-	----GSF-	φυλῆς	φυλή		fulh/
270706	N-	----GSM-	Νεφθαλὶμ	Νεφθαλίμ		Nefqali/m
270706	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270706	N-	----NPF-	χιλιάδες	χιλιάς	,	xilia/j
270706	P-	--------	ἐκ	ἐκ		e)k
270706	N-	----GSF-	φυλῆς	φυλή		fulh/
270706	N-	----GSM-	Μανασσῆ	Μανασσῆς		Manassh=j
270706	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270706	N-	----NPF-	χιλιάδες	χιλιάς	,	xilia/j
270707	P-	--------	ἐκ	ἐκ		e)k
270707	N-	----GSF-	φυλῆς	φυλή		fulh/
270707	N-	----GSM-	Συμεὼν	Συμεών		Sumew/n
270707	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270707	N-	----NPF-	χιλιάδες	χιλιάς	,	xilia/j
270707	P-	--------	ἐκ	ἐκ		e)k
270707	N-	----GSF-	φυλῆς	φυλή		fulh/
270707	N-	----GSM-	Λευὶ	Λευί		Leui/
270707	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270707	N-	----NPF-	χιλιάδες	χιλιάς	,	xilia/j
270707	P-	--------	ἐκ	ἐκ		e)k
270707	N-	----GSF-	φυλῆς	φυλή		fulh/
270707	N-	----GSM-	Ἰσσαχὰρ	Ἰσσαχάρ		I)ssaxa/r
270707	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270707	N-	----NPF-	χιλιάδες	χιλιάς	,	xilia/j
270708	P-	--------	ἐκ	ἐκ		e)k
270708	N-	----GSF-	φυλῆς	φυλή		fulh/
270708	N-	----GSM-	Ζαβουλὼν	Ζαβουλών		Zaboulw/n
270708	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270708	N-	----NPF-	χιλιάδες	χιλιάς	,	xilia/j
270708	P-	--------	ἐκ	ἐκ		e)k
270708	N-	----GSF-	φυλῆς	φυλή		fulh/
270708	N-	----GSM-	Ἰωσὴφ	Ἰωσήφ		I)wsh/f
270708	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270708	N-	----NPF-	χιλιάδες	χιλιάς	,	xilia/j
270708	P-	--------	ἐκ	ἐκ		e)k
270708	N-	----GSF-	φυλῆς	φυλή		fulh/
270708	N-	----GSM-	Βενιαμὶν	Βενιαμίν		Beniami/n
270708	A-	----NPF-	δώδεκα	δώδεκα		dw/deka
270708	N-	----NPF-	χιλιάδες	χιλιάς		xilia/j
270708	V-	-XPPNPM-	ἐσφραγισμένοι	σφραγίζω	.	sfragi/zw
270709	P-	--------	Μετὰ	μετά		meta/
270709	RD	----APN-	ταῦτα	οὗτος		ou(=toj
270709	V-	1AAI-S--	εἶδον	ὁράω	,	o(ra/w
270709	C-	--------	καὶ	καί		kai/
270709	X-	--------	ἰδοὺ	ἰδού		i)dou/
270709	N-	----NSM-	ὄχλος	ὄχλος		o)/xloj
270709	A-	----NSM-	πολύς	πολύς	,	polu/j
270709	RR	----ASM-	ὃν	ὅς		o(/j
270709	V-	-AAN----	ἀριθμῆσαι	ἀριθμέω		a)riqme/w
270709	RP	----ASM-	αὐτὸν	αὐτός		au)to/j
270709	A-	----NSM-	οὐδεὶς	οὐδείς		ou)dei/j
270709	V-	3IMI-S--	ἐδύνατο	δύναμαι	,	du/namai
270709	P-	--------	ἐκ	ἐκ		e)k
270709	A-	----GSN-	παντὸς	πᾶς		pa=j
270709	N-	----GSN-	ἔθνους	ἔθνος		e)/qnoj
270709	C-	--------	καὶ	καί		kai/
270709	N-	----GPF-	φυλῶν	φυλή		fulh/
270709	C-	--------	καὶ	καί		kai/
270709	N-	----GPM-	λαῶν	λαός		lao/j
270709	C-	--------	καὶ	καί		kai/
270709	N-	----GPF-	γλωσσῶν	γλῶσσα	,	glw=ssa
270709	V-	-XAPNPM-	ἑστῶτες	ἵστημι		i(/sthmi
270709	P-	--------	ἐνώπιον	ἐνώπιον		e)nw/pion
270709	RA	----GSM-	τοῦ	ὁ		o(
270709	N-	----GSM-	θρόνου	θρόνος		qro/noj
270709	C-	--------	καὶ	καί		kai/
270709	P-	--------	ἐνώπιον	ἐνώπιον		e)nw/pion
270709	RA	----GSN-	τοῦ	ὁ		o(
270709	N-	----GSN-	ἀρνίου	ἀρνίον	,	a)rni/on
270709	V-	-XMPAPM-	περιβεβλημένους	περιβάλλω		periba/llw
270709	N-	----APF-	στολὰς	στολή		stolh/
270709	A-	----APF-	λευκάς	λευκός	,	leuko/j
270709	C-	--------	καὶ	καί		kai/
270709	N-	----NPM-	φοίνικες	φοῖνιξ		foi=nic
270709	P-	--------	ἐν	ἐν		e)n
270709	RA	----DPF-	ταῖς	ὁ		o(
270709	N-	----DPF-	χερσὶν	χείρ		xei/r
270709	RP	----GPM-	αὐτῶν	αὐτός	·	au)to/j
270710	C-	--------	καὶ	καί		kai/
270710	V-	3PAI-P--	κράζουσι	κράζω		kra/zw
270710	N-	----DSF-	φωνῇ	φωνή		fwnh/
270710	A-	----DSF-	μεγάλῃ	μέγας		me/gaj
270710	V-	-PAPNPM-	λέγοντες	λέγω	·	le/gw
270710	RA	----NSF-	Ἡ	ὁ		o(
270710	N-	----NSF-	σωτηρία	σωτηρία		swthri/a
270710	RA	----DSM-	τῷ	ὁ		o(
270710	N-	----DSM-	θεῷ	θεός		qeo/j
270710	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
270710	RA	----DSM-	τῷ	ὁ		o(
270710	V-	-PMPDSM-	καθημένῳ	κάθημαι		ka/qhmai
270710	P-	--------	ἐπὶ	ἐπί		e)pi/
270710	RA	----DSM-	τῷ	ὁ		o(
270710	N-	----DSM-	θρόνῳ	θρόνος		qro/noj
270710	C-	--------	καὶ	καί		kai/
270710	RA	----DSN-	τῷ	ὁ		o(
270710	N-	----DSN-	ἀρνίῳ	ἀρνίον	.	a)rni/on
270711	C-	--------	καὶ	καί		kai/
270711	A-	----NPM-	πάντες	πᾶς		pa=j
270711	RA	----NPM-	οἱ	ὁ		o(
270711	N-	----NPM-	ἄγγελοι	ἄγγελος		a)/ggeloj
270711	V-	3YAI-P--	εἱστήκεισαν	ἵστημι		i(/sthmi
270711	P-	--------	κύκλῳ	κύκλῳ		ku/klw|
270711	RA	----GSM-	τοῦ	ὁ		o(
270711	N-	----GSM-	θρόνου	θρόνος		qro/noj
270711	C-	--------	καὶ	καί		kai/
270711	RA	----GPM-	τῶν	ὁ		o(
270711	A-	----GPM-	πρεσβυτέρων	πρεσβύτερος		presbu/teroj
270711	C-	--------	καὶ	καί		kai/
270711	RA	----GPN-	τῶν	ὁ		o(
270711	A-	----GPN-	τεσσάρων	τέσσαρες		te/ssarej
270711	N-	----GPN-	ζῴων	ζῷον	,	zw=|on
270711	C-	--------	καὶ	καί		kai/
270711	V-	3AAI-P--	ἔπεσαν	πίπτω		pi/ptw
270711	P-	--------	ἐνώπιον	ἐνώπιον		e)nw/pion
270711	RA	----GSM-	τοῦ	ὁ		o(
270711	N-	----GSM-	θρόνου	θρόνος		qro/noj
270711	P-	--------	ἐπὶ	ἐπί		e)pi/
270711	RA	----APN-	τὰ	ὁ		o(
270711	N-	----APN-	πρόσωπα	πρόσωπον		pro/swpon
270711	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
270711	C-	--------	καὶ	καί		kai/
