1	1	N3I	NSF	13442	Ὅρασις	ὁρασις	ορασις	ὅρασις	o(/rasij			,	O(/RASIS	O(/RASIS
7	24	N1A	NSF	13442	ἄκανθα	ἀκανθα	ακανθα	ἄκανθα	a)/kanqa				A)/KANQA	A)/KANQA
7	24	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	ei)mi/				E)/STAI	EI)MI/
7	24	A1S	NSF	13443	πᾶσα	πασα	πασα	πᾶς	pa=j				PA=SA	PA=S
7	24	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
7	24	N1	NSF	13442	γῆ	γη	γη	γῆ	gh=			.	GH=	GH=
7	25	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
7	25	A3	NSN	17539	πᾶν	παν	παν	πᾶς	pa=j				PA=N	PA=S
7	25	N3E	ASN	17666	ὄρος	ὀρος	ορος	ὄρος	o)/roj				O)/ROS	O)/ROS
7	25	V3	PMPASM	4863425	ἀροτριώμενον	ἀροτριωμενον	αροτριωμενον	ἀροτριάω	a)rotria/w				A)ROTRIW/MENON	A)ROTRIA/W
7	25	VC	FPI3S	641153	ἀροτριαθήσεται	ἀροτριαθησεται	αροτριαθησεται	ἀροτριάω	a)rotria/w			,	A)ROTRIAQH/SETAI	A)ROTRIA/W
7	25	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
7	25	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
7	25	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
7	25	VB	AAS3S	633601	ἐπέλθῃ	ἐπελθη	επελθη	ἐπέρχομαι	e)pe/rxomai				E)PE/LQH|	E)/RXOMAI        E)PI
7	25	D		9	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei=				E)KEI=	E)KEI=
7	25	N2	NSM	9346	φόβος	φοβος	φοβος	φόβος	fo/boj			·	FO/BOS	FO/BOS
7	25	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	ei)mi/				E)/STAI	EI)MI/
7	25	X		5	γὰρ	γαρ	γαρ	γάρ	ga/r				GA\R	GA/R
7	25	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
7	25	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
7	25	N2	GSF	13634	χέρσου	χερσου	χερσου	χέρσος	xe/rsoj				XE/RSOU	XE/RSOS
7	25	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
7	25	N1	GSF	13634	ἀκάνθης	ἀκανθης	ακανθης	ἄκανθα	a)/kanqa				A)KA/NQHS	A)/KANQA
7	25	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
7	25	N3M	NSN	17538	βόσκημα	βοσκημα	βοσκημα	βόσκημα	bo/skhma				BO/SKHMA	BO/SKHMA
7	25	N2N	GSN	17730	προβάτου	προβατου	προβατου	πρόβατον	pro/baton				PROBA/TOU	PRO/BATON
7	25	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
7	25	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
7	25	N3M	NSN	17538	καταπάτημα	καταπατημα	καταπατημα	καταπάτημα	katapa/thma				KATAPA/THMA	KATAPA/THMA
7	25	N3	GSM	9538	βοός	βοος	βοος	βοῦς	bou=j			.	BOO/S	BOU=S
8	1	C		4	Καὶ	και	και	καί	kai/				KAI\	KAI/
8	1	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
8	1	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
8	1	P		8	πρός	προς	προς	πρός	pro/j				PRO/S	PRO/S
8	1	RP	AS	13	με	με	με	μέ	me/				ME	E)GW/
8	1	VV	AAD2S	633537	Λαβὲ	λαβε	λαβε	λαμβάνω	lamba/nw				LABE\	LAMBA/NW
8	1	RD	DSM	11	σεαυτῷ	σεαυτω	σεαυτω	σεαυτοῦ	seautou=				SEAUTW=|	SEAUTOU=
8	1	N2	ASM	9474	τόμον	τομον	τομον	τόμος	to/moj				TO/MON	TO/MOS
8	1	A1	GSM	9539	καινοῦ	καινου	καινου	καινός	kaino/j				KAINOU=	KAINO/S
8	1	A1	GSM	9539	μεγάλου	μεγαλου	μεγαλου	μέγας	me/gaj				MEGA/LOU	ME/GAS
8	1	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	1	VA	AAD2S	633537	γράψον	γραψον	γραψον	γράφω	gra/fw				GRA/YON	GRA/FW
8	1	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
8	1	RD	ASM	11	αὐτὸν	αὐτον	αυτον	αὐτός	au)to/j				AU)TO\N	AU)TO/S
8	1	N3D	DSF	13698	γραφίδι	γραφιδι	γραφιδι	γραφίς	grafi/j				GRAFI/DI	GRAFI/S
8	1	N2	GSM	9538	ἀνθρώπου	ἀνθρωπου	ανθρωπου	ἄνθρωπος	a)/nqrwpoj				A)NQRW/POU	A)/NQRWPOS
8	1	RA	GSM	10	Τοῦ	του	του	ὁ	o(				TOU=	O(
8	1	D		9	ὀξέως	ὀξεως	οξεως	ὀξέως	o)ce/wj				O)CE/WS	O)CE/WS
8	1	N1	ASF	13570	προνομὴν	προνομην	προνομην	προνομή	pronomh/				PRONOMH\N	PRONOMH/
8	1	VA	AAN	306049	ποιῆσαι	ποιησαι	ποιησαι	ποιέω	poie/w				POIH=SAI	POIE/W
8	1	N2N	GPN	18242	σκύλων	σκυλων	σκυλων	σκῦλον	sku=lon			·	SKU/LWN	SKU=LON
8	1	V9	PAI3S	631937	πάρεστιν	παρεστιν	παρεστιν	πάρειμι	pa/reimi				PA/RESTIN	EI)MI/           PARA
8	1	X		5	γάρ	γαρ	γαρ	γάρ	ga/r			.	GA/R	GA/R
8	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	2	N3	APM	9986	μάρτυράς	μαρτυρας	μαρτυρας	μάρτυς	ma/rtuj				MA/RTURA/S	MA/RTUS
8	2	RP	DS	13	μοι	μοι	μοι	μοι	moi				MOI	E)GW/
8	2	VA	AAD2S	633537	ποίησον	ποιησον	ποιησον	ποιέω	poie/w				POI/HSON	POIE/W
8	2	A1	APM	9987	πιστοὺς	πιστους	πιστους	πιστός	pisto/j				PISTOU\S	PISTO/S
8	2	N2	APM	9986	ἀνθρώπους	ἀνθρωπους	ανθρωπους	ἄνθρωπος	a)/nqrwpoj			,	A)NQRW/POUS	A)/NQRWPOS
8	2	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
8	2	N	ASM	9474	Ουριαν	ουριαν	ουριαν	Οὐρίας	Ou)ri/aj				*OURIAN	*OU)RI/AS
8	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	2	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
8	2	N	ASM	9474	Ζαχαριαν	ζαχαριαν	ζαχαριαν	Ζαχαρίας	Zaxari/aj				*ZAXARIAN	*ZAXARIAS
8	2	N2	ASM	9474	υἱὸν	υἱον	υιον	υἱός	ui(o/j				UI(O\N	UI(O/S
8	2	N	GSM	9538	Βαραχιου	βαραχιου	βαραχιου	Βαραχίας	Baraxi/aj			.	*BARAXIOU	*BARAXIAS
8	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	3	VBI	AAI1P	862849	προσῆλθον	προσηλθον	προσηλθον	προσέρχομαι	prose/rxomai				PROSH=LQON	E)/RXOMAI        PROS
8	3	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
8	3	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
8	3	N3D	ASF	13570	προφῆτιν	προφητιν	προφητιν	προφῆτις	profh=tij			,	PROFH=TIN	PROFH=TIS
8	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	3	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
8	3	N3	DSF	13698	γαστρὶ	γαστρι	γαστρι	γαστήρ	gasth/r				GASTRI\	GASTH/R
8	3	VBI	AAI3S	633473	ἔλαβεν	ἐλαβεν	ελαβεν	λαμβάνω	lamba/nw				E)/LABEN	LAMBA/NW
8	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	3	VBI	AAI3S	633473	ἔτεκεν	ἐτεκεν	ετεκεν	τίκτω	ti/ktw				E)/TEKEN	TI/KTW
8	3	N2	ASM	9474	υἱόν	υἱον	υιον	υἱός	ui(o/j			.	UI(O/N	UI(O/S
8	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	3	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
8	3	N2	NSM	9346	κύριός	κυριος	κυριος	κύριος	ku/rioj				KU/RIO/S	KU/RIOS
8	3	RP	DS	13	μοι	μοι	μοι	μοι	moi				MOI	E)GW/
8	3	VA	AAD2S	633537	Κάλεσον	καλεσον	καλεσον	καλέω	kale/w				KA/LESON	KALE/W
8	3	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
8	3	N3M	ASN	17666	ὄνομα	ὀνομα	ονομα	ὄνομα	o)/noma				O)/NOMA	O)/NOMA
8	3	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
8	3	D		9	Ταχέως	ταχεως	ταχεως	ταχέως	taxe/wj				TAXE/WS	TAXE/WS
8	3	VF	FAPASN	9054657	σκύλευσον	σκυλευσον	σκυλευσον	σκυλεύω	skuleu/w			,	SKU/LEUSON	SKULEU/W
8	3	D		9	ὀξέως	ὀξεως	οξεως	ὀξέως	o)ce/wj				O)CE/WS	O)CE/WS
8	3	VF	FAPASN	9054657	προνόμευσον	προνομευσον	προνομευσον	προνομεύω	pronomeu/w			·	PRONO/MEUSON	NOMEU/W          PRO
8	4	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
8	4	D		9	πρὶν	πριν	πριν	πρίν	pri/n				PRI\N	PRI/N
8	4	C		4	ἢ	ἠ	η	ἤ	h)/				H)\	H)/
8	4	VZ	AAN	306049	γνῶναι	γνωναι	γνωναι	γινώσκω	ginw/skw				GNW=NAI	GIGNW/SKW
8	4	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
8	4	N2N	ASN	17666	παιδίον	παιδιον	παιδιον	παιδίον	paidi/on				PAIDI/ON	PAIDI/ON
8	4	V2	PAN	304513	καλεῖν	καλειν	καλειν	καλέω	kale/w				KALEI=N	KALE/W
8	4	N3	ASM	9474	πατέρα	πατερα	πατερα	πατήρ	path/r				PATE/RA	PATH/R
8	4	C		4	ἢ	ἠ	η	ἤ	h)/				H)\	H)/
8	4	N3	ASF	13570	μητέρα	μητερα	μητερα	μήτηρ	mh/thr			,	MHTE/RA	MH/THR
8	4	VF	FMI3S	637057	λήμψεται	λημψεται	λημψεται	λαμβάνω	lamba/nw				LH/MYETAI	LAMBA/NW
8	4	N3I	ASF	13570	δύναμιν	δυναμιν	δυναμιν	δύναμις	du/namij				DU/NAMIN	DU/NAMIS
8	4	N	GSM	9538	Δαμασκοῦ	δαμασκου	δαμασκου	Δαμασκός	Damasko/j				*DAMASKOU=	*DAMASKOS
8	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	4	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
8	4	N2N	APN	18178	σκῦλα	σκυλα	σκυλα	σκῦλον	sku=lon				SKU=LA	SKU=LON
8	4	N1A	GSF	13634	Σαμαρείας	σαμαρειας	σαμαρειας	Σαμάρεια	Sama/reia				*SAMAREI/AS	*SAMAREI/A
8	4	D		9	ἔναντι	ἐναντι	εναντι	ἔναντι	e)/nanti				E)/NANTI	E)/NANTI
8	4	N3V	GSM	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basileu/j				BASILE/WS	BASILEU/S
8	4	N2	GPM	10050	Ἀσσυρίων	ἀσσυριων	ασσυριων	Ἀσσύριος	A)ssu/rioj			.	*A)SSURI/WN	*A)SSU/RIOS
8	5	C		4	Καὶ	και	και	καί	kai/				KAI\	KAI/
8	5	VEI	AMI3S	637569	προσέθετο	προσεθετο	προσεθετο	προστίθημι	prosti/qhmi				PROSE/QETO	TI/QHMI          PROS
8	5	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
8	5	VA	AAN	306049	λαλῆσαί	λαλησαι	λαλησαι	λαλέω	lale/w				LALH=SAI/	LALE/W
8	5	RP	DS	13	μοι	μοι	μοι	μοι	moi				MOI	E)GW/
8	5	D		9	ἔτι	ἐτι	ετι	ἔτι	e)/ti				E)/TI	E)/TI
8	6	P		8	Διὰ	δια	δια	διά	dia/				DIA\	DIA/
8	6	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
8	6	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
8	6	V1	PMN	308609	βούλεσθαι	βουλεσθαι	βουλεσθαι	βούλομαι	bou/lomai				BOU/LESQAI	BOU/LOMAI
8	6	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
8	6	N2	ASM	9474	λαὸν	λαον	λαον	λαός	lao/j				LAO\N	LAO/S
8	6	RD	ASM	11	τοῦτον	τουτον	τουτον	οὗτος	ou(=toj				TOU=TON	OU(=TOS
8	6	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
8	6	N3	NSN	17538	ὕδωρ	ὑδωρ	υδωρ	ὕδωρ	u(/dwr				U(/DWR	U(/DWR
8	6	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
8	6	N	GS	5442	Σιλωαμ	σιλωαμ	σιλωαμ	Σιλωάμ	Silwa/m				*SILWAM	*SILWAM
8	6	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
8	6	V1	PMPASN	9057729	πορευόμενον	πορευομενον	πορευομενον	πορεύομαι	poreu/omai				POREUO/MENON	POREU/OMAI
8	6	D		9	ἡσυχῇ	ἡσυχη	ησυχη	ἡσυχῇ	h(suxh=|			,	H(SUXH=|	H(SUXH=|
8	6	C		4	ἀλλὰ	ἀλλα	αλλα	ἀλλά	a)lla/				A)LLA\	A)LLA/
8	6	V1	PMN	308609	βούλεσθαι	βουλεσθαι	βουλεσθαι	βούλομαι	bou/lomai				BOU/LESQAI	BOU/LOMAI
8	6	V1	PAN	304513	ἔχειν	ἐχειν	εχειν	ἔχω	e)/xw				E)/XEIN	E)/XW
8	6	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
8	6	N	ASM	9474	Ραασσων	ραασσων	ραασσων	Ραασσων	Raasswn				*RAASSWN	*RAASSWN
8	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	6	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
8	6	N2	ASM	9474	υἱὸν	υἱον	υιον	υἱός	ui(o/j				UI(O\N	UI(O/S
8	6	N	GSM	9538	Ρομελιου	ρομελιου	ρομελιου	Ρομελιας	Romeliaj				*ROMELIOU	*ROMELIAS
8	6	N3V	ASM	9474	βασιλέα	βασιλεα	βασιλεα	βασιλεύς	basileu/j				BASILE/A	BASILEU/S
8	6	P		8	ἐφ	ἐφ	εφ	ἐπί	e)pi/				E)F'	E)PI/
8	6	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			,	U(MW=N	SU/
8	7	P		8	διὰ	δια	δια	διά	dia/				DIA\	DIA/
8	7	RD	ASN	11	τοῦτο	τουτο	τουτο	οὗτος	ou(=toj				TOU=TO	OU(=TOS
8	7	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou/				I)DOU\	I)DOU/
8	7	V1	PAI3S	631937	ἀνάγει	ἀναγει	αναγει	ἀνάγω	a)na/gw				A)NA/GEI	A)/GW            A)NA
8	7	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
8	7	P		8	ἐφ	ἐφ	εφ	ἐπί	e)pi/				E)F'	E)PI/
8	7	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j				U(MA=S	SU/
8	7	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
8	7	N3	ASN	17666	ὕδωρ	ὑδωρ	υδωρ	ὕδωρ	u(/dwr				U(/DWR	U(/DWR
8	7	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
8	7	N2	GSM	9538	ποταμοῦ	ποταμου	ποταμου	ποταμός	potamo/j				POTAMOU=	POTAMO/S
8	7	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
8	7	A1A	ASN	17667	ἰσχυρὸν	ἰσχυρον	ισχυρον	ἰσχυρός	i)sxuro/j				I)SXURO\N	I)SXURO/S
8	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	7	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
8	7	A1P	ASN	17667	πολύ	πολυ	πολυ	πολύς	polu/j			,	POLU/	POLU/S
8	7	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
8	7	N3V	ASM	9474	βασιλέα	βασιλεα	βασιλεα	βασιλεύς	basileu/j				BASILE/A	BASILEU/S
8	7	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
8	7	N2	GPM	10050	Ἀσσυρίων	ἀσσυριων	ασσυριων	Ἀσσύριος	A)ssu/rioj				*A)SSURI/WN	*A)SSU/RIOS
8	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	7	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
8	7	N1S	ASF	13570	δόξαν	δοξαν	δοξαν	δόξα	do/ca				DO/CAN	DO/CA
8	7	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			,	AU)TOU=	AU)TO/S
8	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	7	VF	FMI3S	637057	ἀναβήσεται	ἀναβησεται	αναβησεται	ἀναβαίνω	a)nabai/nw				A)NABH/SETAI	BAI/NW           A)NA
8	7	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
8	7	A1S	ASF	13571	πᾶσαν	πασαν	πασαν	πᾶς	pa=j				PA=SAN	PA=S
8	7	N3G	ASF	13570	φάραγγα	φαραγγα	φαραγγα	φάραγξ	fa/ragc				FA/RAGGA	FA/RAGC
8	7	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
8	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	7	VF	FAI3S	632961	περιπατήσει	περιπατησει	περιπατησει	περιπατέω	peripate/w				PERIPATH/SEI	PATE/W           PERI
8	7	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
8	7	A3	NSN	17539	πᾶν	παν	παν	πᾶς	pa=j				PA=N	PA=S
8	7	N3E	ASN	17666	τεῖχος	τειχος	τειχος	τεῖχος	tei=xoj				TEI=XOS	TEI=XOS
8	7	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
8	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	8	VF2	FAI3S	632961	ἀφελεῖ	ἀφελει	αφελει	ἀφαιρέω	a)faire/w				A)FELEI=	AI(RE/W          A)PO
8	8	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
8	8	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
8	8	N1A	GSF	13634	Ιουδαίας	ιουδαιας	ιουδαιας	Ἰουδαία	I)oudai/a				*IOUDAI/AS	*I)OUDAI/A
8	8	N2	ASM	9474	ἄνθρωπον	ἀνθρωπον	ανθρωπον	ἄνθρωπος	a)/nqrwpoj				A)/NQRWPON	A)/NQRWPOS
8	8	RR	NSM	14	ὃς	ὁς	ος	ὅς	o(/j				O(\S	O(/S
8	8	VF	FMI3S	637057	δυνήσεται	δυνησεται	δυνησεται	δύναμαι	du/namai				DUNH/SETAI	DU/NAMAI
8	8	N1	ASF	13570	κεφαλὴν	κεφαλην	κεφαλην	κεφαλή	kefalh/				KEFALH\N	KEFALH/
8	8	VA	AAN	306049	ἆραι	ἀραι	αραι	αἴρω	ai)/rw				A)=RAI	AI)/RW
8	8	C		4	ἢ	ἠ	η	ἤ	h)/				H)\	H)/
8	8	A1	ASM	9475	δυνατὸν	δυνατον	δυνατον	δυνατός	dunato/j				DUNATO\N	DUNATO/S
8	8	VA	AMN	310145	συντελέσασθαί	συντελεσασθαι	συντελεσασθαι	συντελέω	suntele/w				SUNTELE/SASQAI/	TELE/W           SUN
8	8	RI	ASN	12	τι	τι	τι	τις	tij			,	TI	TIS
8	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	8	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	ei)mi/				E)/STAI	EI)MI/
8	8	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
8	8	N1	NSF	13442	παρεμβολὴ	παρεμβολη	παρεμβολη	παρεμβολή	parembolh/				PAREMBOLH\	PAREMBOLH/
8	8	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
8	8	C		4	ὥστε	ὡστε	ωστε	ὥστε	w(/ste				W(/STE	W(/STE
8	8	VA	AAN	306049	πληρῶσαι	πληρωσαι	πληρωσαι	πληρόω	plhro/w				PLHRW=SAI	PLHRO/W
8	8	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
8	8	N3E	ASN	17666	πλάτος	πλατος	πλατος	πλάτος	pla/toj				PLA/TOS	PLA/TOS
8	8	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
8	8	N1A	GSF	13634	χώρας	χωρας	χωρας	χώρα	xw/ra				XW/RAS	XW/RA
8	8	RP	GS	13	σου	σου	σου	σοῦ	sou=			·	SOU	SU/
8	8	P		8	μεθ	μεθ	μεθ	μετά	meta/				MEQ'	META/
8	8	RP	GP	13	ἡμῶν	ἡμων	ημων	ἡμῶν	h(mw=n				H(MW=N	E)GW/
8	8	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
8	8	N2	NSM	9346	θεός	θεος	θεος	θεός	qeo/j			.	QEO/S	QEO/S
8	9	VZ	AAD2P	895681	γνῶτε	γνωτε	γνωτε	γινώσκω	ginw/skw				GNW=TE	GIGNW/SKW
8	9	N3E	NPN	18050	ἔθνη	ἐθνη	εθνη	ἔθνος	e)/qnoj				E)/QNH	E)/QNOS
8	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	9	V3	PMD2P	898241	ἡττᾶσθε	ἡττασθε	ηττασθε	ἡττάω	h(tta/w			,	H(TTA=SQE	H(TTA/W
8	9	VA	AAD2P	895681	ἐπακούσατε	ἐπακουσατε	επακουσατε	ἐπακούω	e)pakou/w				E)PAKOU/SATE	A)KOU/W          E)PI
8	9	C		4	ἕως	ἑως	εως	ἕως	e(/wj				E(/WS	E(/WS
8	9	A1	GSM	9539	ἐσχάτου	ἐσχατου	εσχατου	ἔσχατος	e)/sxatoj				E)SXA/TOU	E)/SXATOS
8	9	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
8	9	N1	GSF	13634	γῆς	γης	γης	γῆ	gh=			,	GH=S	GH=
8	9	VX	XAPNPM	5057985	ἰσχυκότες	ἰσχυκοτες	ισχυκοτες	ἰσχύω	i)sxu/w				I)SXUKO/TES	I)SXU/W
8	9	V3	PMD2P	898241	ἡττᾶσθε	ἡττασθε	ηττασθε	ἡττάω	h(tta/w			·	H(TTA=SQE	H(TTA/W
8	9	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
8	9	X		5	γὰρ	γαρ	γαρ	γάρ	ga/r				GA\R	GA/R
8	9	D		9	πάλιν	παλιν	παλιν	πάλιν	pa/lin				PA/LIN	PA/LIN
8	9	VA	AAS2P	895745	ἰσχύσητε	ἰσχυσητε	ισχυσητε	ἰσχύω	i)sxu/w			,	I)SXU/SHTE	I)SXU/W
8	9	D		9	πάλιν	παλιν	παλιν	πάλιν	pa/lin				PA/LIN	PA/LIN
8	9	VC	FPI2P	903297	ἡττηθήσεσθε	ἡττηθησεσθε	ηττηθησεσθε	ἡττάω	h(tta/w			.	H(TTHQH/SESQE	H(TTA/W
8	10	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	10	RR	ASF	14	ἣν	ἡν	ην	ὅς	o(/j				H(\N	O(/S
8	10	X		5	ἂν	ἀν	αν	ἄν	a)/n				A)\N	A)/N
8	10	VA	AMS2P	899841	βουλεύσησθε	βουλευσησθε	βουλευσησθε	βουλεύω	bouleu/w				BOULEU/SHSQE	BOULEU/W
8	10	N1	ASF	13570	βουλήν	βουλην	βουλην	βουλή	boulh/			,	BOULH/N	BOULH/
8	10	VF	FAI3S	632961	διασκεδάσει	διασκεδασει	διασκεδασει	διασκεδάζω	diaskeda/zw				DIASKEDA/SEI	SKEDA/ZW         DIA
8	10	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj			,	KU/RIOS	KU/RIOS
8	10	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
8	10	N2	ASM	9474	λόγον	λογον	λογον	λόγος	lo/goj				LO/GON	LO/GOS
8	10	RR	ASM	14	ὃν	ὁν	ον	ὅς	o(/j				O(\N	O(/S
8	10	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
8	10	VA	AAS2P	895745	λαλήσητε	λαλησητε	λαλησητε	λαλέω	lale/w			,	LALH/SHTE	LALE/W
8	10	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
8	10	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
8	10	VA	AAS3S	633601	ἐμμείνῃ	ἐμμεινη	εμμεινη	ἐμμένω	e)mme/nw				E)MMEI/NH|	ME/NW            E)N
8	10	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν	u(mi=n			,	U(MI=N	SU/
8	10	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
8	10	P		8	μεθ	μεθ	μεθ	μετά	meta/				MEQ'	META/
8	10	RP	GP	13	ἡμῶν	ἡμων	ημων	ἡμῶν	h(mw=n				H(MW=N	E)GW/
8	10	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
8	10	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
8	10	N2	NSM	9346	θεός	θεος	θεος	θεός	qeo/j			.	QEO/S	QEO/S
8	11	D		9	Οὕτως	οὑτως	ουτως	οὕτως	ou(/twj				OU(/TWS	OU(/TWS
8	11	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
8	11	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
8	11	RD	DSF	11	Τῇ	τη	τη	ὁ	o(				TH=|	O(
8	11	A1A	DSF	13699	ἰσχυρᾷ	ἰσχυρα	ισχυρα	ἰσχυρός	i)sxuro/j				I)SXURA=|	I)SXURO/S
8	11	N3	DSF	13698	χειρὶ	χειρι	χειρι	χείρ	xei/r				XEIRI\	XEI/R
8	11	V2	PAI3P	894081	ἀπειθοῦσιν	ἀπειθουσιν	απειθουσιν	ἀπειθέω	a)peiqe/w				A)PEIQOU=SIN	A)PEIQE/W
8	11	RA	DSF	10	τῇ	τη	τη	ὁ	o(				TH=|	O(
